Earnings Date,EPS Estimate,Reported EPS,fiscal_quarter_end,estimated_eps,actual_eps,fiscal_quarter,ticker
2008-04-23 20:00:00,0.02,0.02,2008-04-23,0.02,0.02,2008-Q2,AMZN
2008-07-23 20:00:00,0.01,0.02,2008-07-23,0.01,0.02,2008-Q3,AMZN
2008-10-22 20:00:00,0.01,0.01,2008-10-22,0.01,0.01,2008-Q4,AMZN
2009-01-29 21:00:00,0.02,0.03,2009-01-29,0.02,0.03,2009-Q1,AMZN
2009-04-23 20:00:00,0.02,0.02,2009-04-23,0.02,0.02,2009-Q2,AMZN
2009-07-23 20:00:00,0.02,0.02,2009-07-23,0.02,0.02,2009-Q3,AMZN
2009-10-22 20:00:00,0.02,0.02,2009-10-22,0.02,0.02,2009-Q4,AMZN
2010-04-19 03:00:00,0.04,0.04,2010-04-19,0.04,0.04,2010-Q2,AMZN
2010-04-22 20:00:00,0.03,0.03,2010-04-22,0.03,0.03,2010-Q2,AMZN
2010-07-22 20:00:00,0.03,0.02,2010-07-22,0.03,0.02,2010-Q3,AMZN
2010-10-21 20:00:00,0.02,0.03,2010-10-21,0.02,0.03,2010-Q4,AMZN
2011-01-27 21:00:00,0.04,0.05,2011-01-27,0.04,0.05,2011-Q1,AMZN
2011-04-26 20:00:00,0.03,0.02,2011-04-26,0.03,0.02,2011-Q2,AMZN
2011-07-26 20:00:00,0.02,0.02,2011-07-26,0.02,0.02,2011-Q3,AMZN
2011-10-25 20:00:00,0.01,0.01,2011-10-25,0.01,0.01,2011-Q4,AMZN
2012-01-31 21:00:00,0.01,0.02,2012-01-31,0.01,0.02,2012-Q1,AMZN
2012-04-26 20:00:00,,0.01,2012-04-26,,0.01,2012-Q2,AMZN
2012-07-26 20:00:00,,,2012-07-26,,,2012-Q3,AMZN
2012-10-25 20:00:00,,-0.03,2012-10-25,,-0.03,2012-Q4,AMZN
2013-01-29 21:00:00,0.01,0.01,2013-01-29,0.01,0.01,2013-Q1,AMZN
2013-04-25 20:00:00,,0.01,2013-04-25,,0.01,2013-Q2,AMZN
2013-07-25 20:00:00,,,2013-07-25,,,2013-Q3,AMZN
2013-10-24 20:00:00,,,2013-10-24,,,2013-Q4,AMZN
2014-01-30 21:00:00,0.03,0.03,2014-01-30,0.03,0.03,2014-Q1,AMZN
2014-04-24 20:00:00,0.01,0.01,2014-04-24,0.01,0.01,2014-Q2,AMZN
2014-07-24 20:00:00,-0.01,-0.01,2014-07-24,-0.01,-0.01,2014-Q3,AMZN
2014-10-23 20:00:00,-0.04,-0.05,2014-10-23,-0.04,-0.05,2014-Q4,AMZN
2015-01-29 21:00:00,0.01,0.02,2015-01-29,0.01,0.02,2015-Q1,AMZN
2015-04-23 20:00:00,-0.01,-0.01,2015-04-23,-0.01,-0.01,2015-Q2,AMZN
2015-07-23 20:00:00,-0.01,0.01,2015-07-23,-0.01,0.01,2015-Q3,AMZN
2015-10-22 20:00:00,-0.01,0.01,2015-10-22,-0.01,0.01,2015-Q4,AMZN
2016-01-28 21:00:00,0.08,0.05,2016-01-28,0.08,0.05,2016-Q1,AMZN
2016-04-28 20:00:00,0.03,0.05,2016-04-28,0.03,0.05,2016-Q2,AMZN
2016-07-28 20:00:00,0.05,0.09,2016-07-28,0.05,0.09,2016-Q3,AMZN
2016-10-27 20:00:00,0.04,0.03,2016-10-27,0.04,0.03,2016-Q4,AMZN
2017-02-02 21:00:00,0.07,0.08,2017-02-02,0.07,0.08,2017-Q1,AMZN
2017-04-27 20:00:00,0.06,0.07,2017-04-27,0.06,0.07,2017-Q2,AMZN
2017-07-27 20:00:00,0.07,0.02,2017-07-27,0.07,0.02,2017-Q3,AMZN
2017-10-26 20:00:00,,0.03,2017-10-26,,0.03,2017-Q4,AMZN
2018-02-01 21:00:00,0.09,0.19,2018-02-01,0.09,0.19,2018-Q1,AMZN
2018-04-26 20:00:00,0.06,0.16,2018-04-26,0.06,0.16,2018-Q2,AMZN
2018-07-26 20:00:00,0.13,0.25,2018-07-26,0.13,0.25,2018-Q3,AMZN
2018-10-25 20:00:00,0.16,0.29,2018-10-25,0.16,0.29,2018-Q4,AMZN
2019-01-31 21:00:00,0.28,0.3,2019-01-31,0.28,0.3,2019-Q1,AMZN
2019-04-25 20:00:00,0.23,0.35,2019-04-25,0.23,0.35,2019-Q2,AMZN
2019-07-25 20:00:00,0.28,0.26,2019-07-25,0.28,0.26,2019-Q3,AMZN
2019-10-24 20:00:00,0.23,0.21,2019-10-24,0.23,0.21,2019-Q4,AMZN
2020-01-30 21:00:00,0.2,0.32,2020-01-30,0.2,0.32,2020-Q1,AMZN
2020-04-30 21:00:00,0.31,0.25,2020-04-30,0.31,0.25,2020-Q2,AMZN
2020-07-30 20:00:00,0.08,0.52,2020-07-30,0.08,0.52,2020-Q3,AMZN
2020-10-29 20:00:00,0.37,0.62,2020-10-29,0.37,0.62,2020-Q4,AMZN
2021-02-02 21:00:00,0.36,0.7,2021-02-02,0.36,0.7,2021-Q1,AMZN
2021-04-29 20:00:00,0.48,0.79,2021-04-29,0.48,0.79,2021-Q2,AMZN
2021-07-29 20:00:00,0.62,0.76,2021-07-29,0.62,0.76,2021-Q3,AMZN
2021-10-28 20:00:00,0.44,0.31,2021-10-28,0.44,0.31,2021-Q4,AMZN
2022-02-03 21:00:00,0.19,1.39,2022-02-03,0.19,1.39,2022-Q1,AMZN
2022-04-28 20:00:00,0.41,-0.38,2022-04-28,0.41,-0.38,2022-Q2,AMZN
2022-07-28 20:00:00,0.12,-0.2,2022-07-28,0.12,-0.2,2022-Q3,AMZN
2022-10-27 20:00:00,0.21,0.28,2022-10-27,0.21,0.28,2022-Q4,AMZN
2023-02-02 21:00:00,0.16,0.03,2023-02-02,0.16,0.03,2023-Q1,AMZN
2023-04-27 20:00:00,0.21,0.31,2023-04-27,0.21,0.31,2023-Q2,AMZN
2023-08-03 20:00:00,0.34,0.65,2023-08-03,0.34,0.65,2023-Q3,AMZN
2023-10-26 20:00:00,0.58,0.94,2023-10-26,0.58,0.94,2023-Q4,AMZN
2024-02-01 21:00:00,0.8,1.0,2024-02-01,0.8,1.0,2024-Q1,AMZN
2024-04-30 20:00:00,0.83,0.98,2024-04-30,0.83,0.98,2024-Q2,AMZN
2024-08-01 16:00:00,1.03,1.26,2024-08-01,1.03,1.26,2024-Q3,AMZN
2024-10-31 20:00:00,1.14,1.43,2024-10-31,1.14,1.43,2024-Q4,AMZN
2025-02-06 21:00:00,1.48,1.86,2025-02-06,1.48,1.86,2025-Q1,AMZN
2025-05-01 20:00:00,1.36,1.59,2025-05-01,1.36,1.59,2025-Q2,AMZN
2025-07-31 20:00:00,1.33,1.68,2025-07-31,1.33,1.68,2025-Q3,AMZN
2025-10-30 20:00:00,1.56,1.95,2025-10-30,1.56,1.95,2025-Q4,AMZN
2026-02-05 21:00:00,1.96,1.95,2026-02-05,1.96,1.95,2026-Q1,AMZN
2026-04-30 21:00:00,1.64,,2026-04-30,1.64,,2026-Q2,AMZN
2009-12-03 21:00:00,0.02,0.03,2009-12-03,0.02,0.03,2009-Q4,AVGO
2010-02-24 21:00:00,0.03,0.03,2010-02-24,0.03,0.03,2010-Q1,AVGO
2010-05-26 20:00:00,0.04,0.05,2010-05-26,0.04,0.05,2010-Q2,AVGO
2010-08-24 20:00:00,0.05,0.05,2010-08-24,0.05,0.05,2010-Q3,AVGO
2010-09-02 00:00:00,0.02,0.01,2010-09-02,0.02,0.01,2010-Q3,AVGO
2010-12-02 21:00:00,0.06,0.07,2010-12-02,0.06,0.07,2010-Q4,AVGO
2011-02-23 21:00:00,0.05,0.07,2011-02-23,0.05,0.07,2011-Q1,AVGO
2011-05-24 20:00:00,0.06,0.06,2011-05-24,0.06,0.06,2011-Q2,AVGO
2011-08-23 20:00:00,0.07,0.07,2011-08-23,0.07,0.07,2011-Q3,AVGO
2011-12-01 21:00:00,0.07,0.07,2011-12-01,0.07,0.07,2011-Q4,AVGO
2012-02-22 21:00:00,0.06,0.06,2012-02-22,0.06,0.06,2012-Q1,AVGO
2012-05-22 20:00:00,0.06,0.07,2012-05-22,0.06,0.07,2012-Q2,AVGO
2012-08-16 20:00:00,0.07,0.07,2012-08-16,0.07,0.07,2012-Q3,AVGO
2012-11-29 21:00:00,0.07,0.08,2012-11-29,0.07,0.08,2012-Q4,AVGO
2013-02-26 21:00:00,0.06,0.07,2013-02-26,0.06,0.07,2013-Q1,AVGO
2013-05-29 20:00:00,0.06,0.06,2013-05-29,0.06,0.06,2013-Q2,AVGO
2013-08-27 20:00:00,0.07,0.07,2013-08-27,0.07,0.07,2013-Q3,AVGO
2013-12-04 21:00:00,0.08,0.09,2013-12-04,0.08,0.09,2013-Q4,AVGO
2014-02-25 21:00:00,0.08,0.08,2014-02-25,0.08,0.08,2014-Q1,AVGO
2014-05-29 20:00:00,0.08,0.09,2014-05-29,0.08,0.09,2014-Q2,AVGO
2014-08-28 20:00:00,0.11,0.13,2014-08-28,0.11,0.13,2014-Q3,AVGO
2014-12-03 21:00:00,0.17,0.2,2014-12-03,0.17,0.2,2014-Q4,AVGO
2015-02-25 21:00:00,0.19,0.21,2015-02-25,0.19,0.21,2015-Q1,AVGO
2015-05-28 11:00:00,0.2,0.21,2015-05-28,0.2,0.21,2015-Q2,AVGO
2015-08-26 20:00:00,0.21,0.22,2015-08-26,0.21,0.22,2015-Q3,AVGO
2015-12-02 21:00:00,0.24,0.25,2015-12-02,0.24,0.25,2015-Q4,AVGO
2016-03-03 21:00:00,0.23,0.24,2016-03-03,0.23,0.24,2016-Q1,AVGO
2016-06-02 20:00:00,0.24,0.25,2016-06-02,0.24,0.25,2016-Q2,AVGO
2016-09-01 20:00:00,0.28,0.29,2016-09-01,0.28,0.29,2016-Q3,AVGO
2016-12-08 21:00:00,0.34,0.35,2016-12-08,0.34,0.35,2016-Q4,AVGO
2017-03-01 21:00:00,0.35,0.36,2017-03-01,0.35,0.36,2017-Q1,AVGO
2017-06-01 20:00:00,0.35,0.37,2017-06-01,0.35,0.37,2017-Q2,AVGO
2017-08-24 20:00:00,0.4,0.41,2017-08-24,0.4,0.41,2017-Q3,AVGO
2017-12-06 21:00:00,0.45,0.46,2017-12-06,0.45,0.46,2017-Q4,AVGO
2018-03-15 20:00:00,0.51,0.51,2018-03-15,0.51,0.51,2018-Q1,AVGO
2018-06-07 20:00:00,0.47,0.49,2018-06-07,0.47,0.49,2018-Q2,AVGO
2018-09-06 20:00:00,0.48,0.5,2018-09-06,0.48,0.5,2018-Q3,AVGO
2018-12-06 21:00:00,0.56,0.59,2018-12-06,0.56,0.59,2018-Q4,AVGO
2019-03-14 20:00:00,0.52,0.56,2019-03-14,0.52,0.56,2019-Q1,AVGO
2019-06-13 20:00:00,0.52,0.52,2019-06-13,0.52,0.52,2019-Q2,AVGO
2019-09-12 20:00:00,0.51,0.52,2019-09-12,0.51,0.52,2019-Q3,AVGO
2019-12-12 21:00:00,0.54,0.54,2019-12-12,0.54,0.54,2019-Q4,AVGO
2020-03-12 20:00:00,0.54,0.53,2020-03-12,0.54,0.53,2020-Q1,AVGO
2020-06-04 20:00:00,0.51,0.51,2020-06-04,0.51,0.51,2020-Q2,AVGO
2020-09-03 20:00:00,0.52,0.54,2020-09-03,0.52,0.54,2020-Q3,AVGO
2020-12-10 21:00:00,0.62,0.64,2020-12-10,0.62,0.64,2020-Q4,AVGO
2021-03-04 21:00:00,0.66,0.66,2021-03-04,0.66,0.66,2021-Q1,AVGO
2021-06-03 20:00:00,0.65,0.66,2021-06-03,0.65,0.66,2021-Q2,AVGO
2021-09-02 20:00:00,0.69,0.7,2021-09-02,0.69,0.7,2021-Q3,AVGO
2021-12-09 21:00:00,0.78,0.78,2021-12-09,0.78,0.78,2021-Q4,AVGO
2022-03-03 21:00:00,0.81,0.84,2022-03-03,0.81,0.84,2022-Q1,AVGO
2022-05-26 11:00:00,0.87,0.91,2022-05-26,0.87,0.91,2022-Q2,AVGO
2022-09-01 20:00:00,0.95,0.97,2022-09-01,0.95,0.97,2022-Q3,AVGO
2022-12-08 21:00:00,1.03,1.05,2022-12-08,1.03,1.05,2022-Q4,AVGO
2023-03-02 21:00:00,1.02,1.03,2023-03-02,1.02,1.03,2023-Q1,AVGO
2023-06-01 20:00:00,1.01,1.03,2023-06-01,1.01,1.03,2023-Q2,AVGO
2023-08-31 20:00:00,1.04,1.05,2023-08-31,1.04,1.05,2023-Q3,AVGO
2023-12-07 21:00:00,1.1,1.11,2023-12-07,1.1,1.11,2023-Q4,AVGO
2024-03-07 21:00:00,1.04,1.1,2024-03-07,1.04,1.1,2024-Q1,AVGO
2024-06-12 20:00:00,1.08,1.1,2024-06-12,1.08,1.1,2024-Q2,AVGO
2024-09-05 20:00:00,1.21,1.24,2024-09-05,1.21,1.24,2024-Q3,AVGO
2024-12-12 21:00:00,1.39,1.42,2024-12-12,1.39,1.42,2024-Q4,AVGO
2025-03-06 21:00:00,1.51,1.6,2025-03-06,1.51,1.6,2025-Q1,AVGO
2025-06-05 20:00:00,1.57,1.58,2025-06-05,1.57,1.58,2025-Q2,AVGO
2025-09-04 20:00:00,1.66,1.69,2025-09-04,1.66,1.69,2025-Q3,AVGO
2025-12-11 21:00:00,1.87,1.95,2025-12-11,1.87,1.95,2025-Q4,AVGO
2026-03-04 21:00:00,2.02,,2026-03-04,2.02,,2026-Q1,AVGO
2001-10-15 11:00:00,0.62,0.64,2001-10-15,0.62,0.64,2001-Q4,BAC
2002-01-22 12:00:00,0.62,0.64,2002-01-22,0.62,0.64,2002-Q1,BAC
2002-04-15 11:00:00,0.56,0.57,2002-04-15,0.56,0.57,2002-Q2,BAC
2002-04-15 11:00:00,0.67,0.69,2002-04-15,0.67,0.69,2002-Q2,BAC
2002-07-15 11:00:00,0.7,0.7,2002-07-15,0.7,0.7,2002-Q3,BAC
2002-10-15 11:00:00,0.71,0.73,2002-10-15,0.71,0.73,2002-Q4,BAC
2003-01-15 22:00:00,0.83,0.85,2003-01-15,0.83,0.85,2003-Q1,BAC
2003-04-14 11:00:00,0.74,0.8,2003-04-14,0.74,0.8,2003-Q2,BAC
2003-07-14 10:00:00,0.78,0.9,2003-07-14,0.78,0.9,2003-Q3,BAC
2003-10-14 10:00:00,0.85,0.96,2003-10-14,0.85,0.96,2003-Q4,BAC
2004-01-15 11:00:00,0.89,0.92,2004-01-15,0.89,0.92,2004-Q1,BAC
2004-04-14 11:00:00,0.9,0.92,2004-04-14,0.9,0.92,2004-Q2,BAC
2004-07-14 11:00:00,0.87,0.95,2004-07-14,0.87,0.95,2004-Q3,BAC
2004-10-14 10:00:00,0.89,0.91,2004-10-14,0.89,0.91,2004-Q4,BAC
2005-01-18 11:00:00,0.92,0.94,2005-01-18,0.92,0.94,2005-Q1,BAC
2005-04-18 10:00:00,0.94,1.14,2005-04-18,0.94,1.14,2005-Q2,BAC
2005-07-18 10:00:00,1.0,1.06,2005-07-18,1.0,1.06,2005-Q3,BAC
2005-10-19 10:00:00,1.01,1.02,2005-10-19,1.01,1.02,2005-Q4,BAC
2006-01-23 11:00:00,1.02,0.93,2006-01-23,1.02,0.93,2006-Q1,BAC
2006-04-20 10:00:00,0.96,1.07,2006-04-20,0.96,1.07,2006-Q2,BAC
2006-07-19 11:00:00,1.08,1.19,2006-07-19,1.08,1.19,2006-Q3,BAC
2006-10-19 10:00:00,1.13,1.18,2006-10-19,1.13,1.18,2006-Q4,BAC
2007-01-23 11:00:00,1.13,1.16,2007-01-23,1.13,1.16,2007-Q1,BAC
2007-04-19 11:00:00,1.15,1.16,2007-04-19,1.15,1.16,2007-Q2,BAC
2007-07-19 11:00:00,1.19,1.28,2007-07-19,1.19,1.28,2007-Q3,BAC
2007-10-18 11:00:00,1.04,0.82,2007-10-18,1.04,0.82,2007-Q4,BAC
2008-01-22 12:00:00,0.16,0.05,2008-01-22,0.16,0.05,2008-Q1,BAC
2008-04-21 11:00:00,0.33,0.23,2008-04-21,0.33,0.23,2008-Q2,BAC
2008-07-21 11:00:00,0.49,0.72,2008-07-21,0.49,0.72,2008-Q3,BAC
2008-10-06 20:00:00,0.66,0.15,2008-10-06,0.66,0.15,2008-Q4,BAC
2009-01-16 11:00:00,0.06,-0.48,2009-01-16,0.06,-0.48,2009-Q1,BAC
2009-04-20 11:00:00,0.11,0.44,2009-04-20,0.11,0.44,2009-Q2,BAC
2009-07-17 11:00:00,0.44,0.33,2009-07-17,0.44,0.33,2009-Q3,BAC
2009-10-16 11:00:00,-0.17,-0.26,2009-10-16,-0.17,-0.26,2009-Q4,BAC
2010-04-16 10:00:00,0.11,0.28,2010-04-16,0.11,0.28,2010-Q2,BAC
2010-04-19 07:00:00,-0.52,-0.6,2010-04-19,-0.52,-0.6,2010-Q2,BAC
2010-07-16 11:00:00,0.19,0.27,2010-07-16,0.19,0.27,2010-Q3,BAC
2010-10-19 10:00:00,0.15,-0.77,2010-10-19,0.15,-0.77,2010-Q4,BAC
2011-01-21 12:00:00,0.16,0.04,2011-01-21,0.16,0.04,2011-Q1,BAC
2011-04-15 11:00:00,0.27,0.17,2011-04-15,0.27,0.17,2011-Q2,BAC
2011-07-19 11:00:00,-0.9,-0.9,2011-07-19,-0.9,-0.9,2011-Q3,BAC
2011-10-18 11:00:00,0.44,0.56,2011-10-18,0.44,0.56,2011-Q4,BAC
2012-01-19 12:00:00,0.25,0.15,2012-01-19,0.25,0.15,2012-Q1,BAC
2012-04-19 11:00:00,-0.06,0.03,2012-04-19,-0.06,0.03,2012-Q2,BAC
2012-07-18 11:00:00,0.16,0.19,2012-07-18,0.16,0.19,2012-Q3,BAC
2012-10-17 11:00:00,-0.08,,2012-10-17,-0.08,,2012-Q4,BAC
2013-01-17 12:00:00,0.02,0.03,2013-01-17,0.02,0.03,2013-Q1,BAC
2013-04-17 11:00:00,0.22,0.2,2013-04-17,0.22,0.2,2013-Q2,BAC
2013-07-17 11:00:00,0.25,0.32,2013-07-17,0.25,0.32,2013-Q3,BAC
2013-10-16 11:00:00,0.18,0.2,2013-10-16,0.18,0.2,2013-Q4,BAC
2014-01-15 12:00:00,0.26,0.29,2014-01-15,0.26,0.29,2014-Q1,BAC
2014-04-16 11:00:00,0.06,-0.05,2014-04-16,0.06,-0.05,2014-Q2,BAC
2014-07-16 11:00:00,0.07,0.19,2014-07-16,0.07,0.19,2014-Q3,BAC
2014-10-15 11:00:00,-0.09,-0.05,2014-10-15,-0.09,-0.05,2014-Q4,BAC
2015-01-15 12:00:00,0.31,0.25,2015-01-15,0.31,0.25,2015-Q1,BAC
2015-04-15 11:00:00,0.29,0.27,2015-04-15,0.29,0.27,2015-Q2,BAC
2015-07-15 11:00:00,0.35,0.45,2015-07-15,0.35,0.45,2015-Q3,BAC
2015-10-14 11:00:00,0.34,0.37,2015-10-14,0.34,0.37,2015-Q4,BAC
2016-01-19 11:00:00,0.27,0.28,2016-01-19,0.27,0.28,2016-Q1,BAC
2016-04-14 10:00:00,0.21,0.21,2016-04-14,0.21,0.21,2016-Q2,BAC
2016-07-18 10:00:00,0.34,0.36,2016-07-18,0.34,0.36,2016-Q3,BAC
2016-10-17 06:00:00,0.34,0.41,2016-10-17,0.34,0.41,2016-Q4,BAC
2017-01-13 11:00:00,0.38,0.4,2017-01-13,0.38,0.4,2017-Q1,BAC
2017-04-18 10:00:00,0.35,0.41,2017-04-18,0.35,0.41,2017-Q2,BAC
2017-07-18 10:00:00,0.44,0.46,2017-07-18,0.44,0.46,2017-Q3,BAC
2017-10-13 10:00:00,0.46,0.48,2017-10-13,0.46,0.48,2017-Q4,BAC
2018-01-17 11:00:00,0.14,0.2,2018-01-17,0.14,0.2,2018-Q1,BAC
2018-04-16 10:00:00,0.6,0.62,2018-04-16,0.6,0.62,2018-Q2,BAC
2018-07-16 10:00:00,0.58,0.63,2018-07-16,0.58,0.63,2018-Q3,BAC
2018-10-15 11:00:00,0.62,0.66,2018-10-15,0.62,0.66,2018-Q4,BAC
2019-01-16 11:00:00,0.64,0.7,2019-01-16,0.64,0.7,2019-Q1,BAC
2019-04-16 10:00:00,0.66,0.7,2019-04-16,0.66,0.7,2019-Q2,BAC
2019-07-17 10:00:00,0.71,0.74,2019-07-17,0.71,0.74,2019-Q3,BAC
2019-10-16 10:00:00,0.51,0.56,2019-10-16,0.51,0.56,2019-Q4,BAC
2020-01-15 11:00:00,0.69,0.74,2020-01-15,0.69,0.74,2020-Q1,BAC
2020-04-15 11:00:00,0.54,0.4,2020-04-15,0.54,0.4,2020-Q2,BAC
2020-07-16 10:00:00,0.29,0.37,2020-07-16,0.29,0.37,2020-Q3,BAC
2020-10-14 10:00:00,0.5,0.51,2020-10-14,0.5,0.51,2020-Q4,BAC
2021-01-19 11:00:00,0.54,0.59,2021-01-19,0.54,0.59,2021-Q1,BAC
2021-04-15 16:00:00,0.66,0.86,2021-04-15,0.66,0.86,2021-Q2,BAC
2021-07-14 10:00:00,0.77,1.03,2021-07-14,0.77,1.03,2021-Q3,BAC
2021-10-14 10:00:00,0.71,0.85,2021-10-14,0.71,0.85,2021-Q4,BAC
2022-01-19 11:00:00,0.76,0.82,2022-01-19,0.76,0.82,2022-Q1,BAC
2022-04-18 10:00:00,0.75,0.8,2022-04-18,0.75,0.8,2022-Q2,BAC
2022-07-18 10:00:00,0.75,0.73,2022-07-18,0.75,0.73,2022-Q3,BAC
2022-10-17 10:00:00,0.77,0.81,2022-10-17,0.77,0.81,2022-Q4,BAC
2023-01-13 11:00:00,0.77,0.85,2023-01-13,0.77,0.85,2023-Q1,BAC
2023-04-18 10:00:00,0.83,0.94,2023-04-18,0.83,0.94,2023-Q2,BAC
2023-07-18 10:00:00,0.83,0.88,2023-07-18,0.83,0.88,2023-Q3,BAC
2023-10-17 10:00:00,0.82,0.9,2023-10-17,0.82,0.9,2023-Q4,BAC
2024-01-12 11:00:00,0.58,0.35,2024-01-12,0.58,0.35,2024-Q1,BAC
2024-04-16 10:00:00,0.76,0.76,2024-04-16,0.76,0.76,2024-Q2,BAC
2024-07-16 10:00:00,0.8,0.83,2024-07-16,0.8,0.83,2024-Q3,BAC
2024-10-15 10:00:00,0.76,0.81,2024-10-15,0.76,0.81,2024-Q4,BAC
2025-01-16 11:00:00,0.77,0.82,2025-01-16,0.77,0.82,2025-Q1,BAC
2025-04-15 10:00:00,0.82,0.9,2025-04-15,0.82,0.9,2025-Q2,BAC
2025-07-16 10:00:00,0.86,0.89,2025-07-16,0.86,0.89,2025-Q3,BAC
2025-10-15 10:00:00,0.95,1.06,2025-10-15,0.95,1.06,2025-Q4,BAC
2026-01-14 11:00:00,0.96,0.98,2026-01-14,0.96,0.98,2026-Q1,BAC
2026-04-15 13:00:00,0.99,,2026-04-15,0.99,,2026-Q2,BAC
2001-07-16 14:00:00,0.56,0.55,2001-07-16,0.56,0.55,2001-Q3,BK
2001-10-18 14:00:00,0.37,0.35,2001-10-18,0.37,0.35,2001-Q4,BK
2002-01-17 14:00:00,0.5,0.49,2002-01-17,0.5,0.49,2002-Q1,BK
2002-04-17 13:00:00,0.54,0.53,2002-04-17,0.54,0.53,2002-Q2,BK
2002-07-17 11:00:00,0.54,0.53,2002-07-17,0.54,0.53,2002-Q3,BK
2002-10-16 11:00:00,0.12,0.12,2002-10-16,0.12,0.12,2002-Q4,BK
2003-01-22 12:00:00,0.16,0.15,2003-01-22,0.16,0.15,2003-Q1,BK
2003-04-16 11:00:00,0.44,0.44,2003-04-16,0.44,0.44,2003-Q2,BK
2003-07-17 11:00:00,0.43,0.44,2003-07-17,0.43,0.44,2003-Q3,BK
2003-10-22 11:00:00,0.45,0.45,2003-10-22,0.45,0.45,2003-Q4,BK
2004-01-21 12:00:00,0.47,0.47,2004-01-21,0.47,0.47,2004-Q1,BK
2004-04-21 11:00:00,0.48,0.5,2004-04-21,0.48,0.5,2004-Q2,BK
2004-07-21 10:00:00,0.5,0.51,2004-07-21,0.5,0.51,2004-Q3,BK
2004-10-20 11:00:00,0.49,0.49,2004-10-20,0.49,0.49,2004-Q4,BK
2005-01-19 12:00:00,0.51,0.51,2005-01-19,0.51,0.51,2005-Q1,BK
2005-04-20 10:00:00,0.52,0.52,2005-04-20,0.52,0.52,2005-Q2,BK
2005-07-20 10:00:00,0.53,0.55,2005-07-20,0.53,0.55,2005-Q3,BK
2005-10-20 10:00:00,0.53,0.54,2005-10-20,0.53,0.54,2005-Q4,BK
2006-01-18 12:00:00,0.56,0.56,2006-01-18,0.56,0.56,2006-Q1,BK
2006-04-20 10:00:00,0.57,0.58,2006-04-20,0.57,0.58,2006-Q2,BK
2006-07-19 10:00:00,0.59,0.63,2006-07-19,0.59,0.63,2006-Q3,BK
2006-10-19 10:00:00,0.58,0.59,2006-10-19,0.58,0.59,2006-Q4,BK
2007-01-18 11:00:00,0.58,0.62,2007-01-18,0.58,0.62,2007-Q1,BK
2007-04-18 10:00:00,0.6,0.63,2007-04-18,0.6,0.63,2007-Q2,BK
2007-07-19 10:00:00,0.62,0.63,2007-07-19,0.62,0.63,2007-Q3,BK
2007-10-18 10:00:00,0.62,0.66,2007-10-18,0.62,0.66,2007-Q4,BK
2008-01-17 11:00:00,0.7,0.77,2008-01-17,0.7,0.77,2008-Q1,BK
2008-04-17 10:00:00,0.73,0.78,2008-04-17,0.73,0.78,2008-Q2,BK
2008-07-17 11:00:00,0.76,0.74,2008-07-17,0.76,0.74,2008-Q3,BK
2008-10-16 10:00:00,0.63,0.72,2008-10-16,0.63,0.72,2008-Q4,BK
2009-01-20 21:00:00,0.7,0.93,2009-01-20,0.7,0.93,2009-Q1,BK
2009-04-21 10:00:00,0.62,0.53,2009-04-21,0.62,0.53,2009-Q2,BK
2009-07-22 10:00:00,0.53,0.51,2009-07-22,0.53,0.51,2009-Q3,BK
2009-10-20 10:00:00,0.45,0.54,2009-10-20,0.45,0.54,2009-Q4,BK
2010-01-20 11:00:00,0.52,0.55,2010-01-20,0.52,0.55,2010-Q1,BK
2010-04-20 09:00:00,0.53,0.59,2010-04-20,0.53,0.59,2010-Q2,BK
2010-07-20 10:00:00,0.55,0.55,2010-07-20,0.55,0.55,2010-Q3,BK
2010-10-19 10:00:00,0.54,0.55,2010-10-19,0.54,0.55,2010-Q4,BK
2011-01-20 06:00:00,0.57,0.59,2011-01-20,0.57,0.59,2011-Q1,BK
2011-04-19 10:00:00,0.57,0.54,2011-04-19,0.57,0.54,2011-Q2,BK
2011-07-19 10:00:00,0.56,0.61,2011-07-19,0.56,0.61,2011-Q3,BK
2011-10-19 11:00:00,0.53,0.6,2011-10-19,0.53,0.6,2011-Q4,BK
2012-01-18 11:00:00,0.54,0.49,2012-01-18,0.54,0.49,2012-Q1,BK
2012-04-18 10:00:00,0.52,0.52,2012-04-18,0.52,0.52,2012-Q2,BK
2012-07-18 10:00:00,0.53,0.57,2012-07-18,0.53,0.57,2012-Q3,BK
2012-10-17 10:00:00,0.54,0.63,2012-10-17,0.54,0.63,2012-Q4,BK
2013-01-16 11:00:00,0.54,0.56,2013-01-16,0.54,0.56,2013-Q1,BK
2013-04-17 10:00:00,0.52,0.53,2013-04-17,0.52,0.53,2013-Q2,BK
2013-07-17 10:00:00,0.57,0.63,2013-07-17,0.57,0.63,2013-Q3,BK
2013-10-16 10:00:00,0.58,0.62,2013-10-16,0.58,0.62,2013-Q4,BK
2014-01-17 11:00:00,0.54,0.55,2014-01-17,0.54,0.55,2014-Q1,BK
2014-04-22 10:00:00,0.53,0.57,2014-04-22,0.53,0.57,2014-Q2,BK
2014-07-18 10:00:00,0.56,0.56,2014-07-18,0.56,0.56,2014-Q3,BK
2014-10-17 10:00:00,0.61,0.64,2014-10-17,0.61,0.64,2014-Q4,BK
2015-01-23 11:00:00,0.6,0.58,2015-01-23,0.6,0.58,2015-Q1,BK
