ticker,fiscal_quarter,p_text,actual,model_id,p_poly_yes
BR,2024-Q3,0.837912914,1,run_012,
BR,2024-Q4,0.915664494,1,run_012,
BR,2025-Q1,0.83873093,1,run_012,
BR,2025-Q2,0.854644088,1,run_012,
BR,2025-Q3,0.811019882,1,run_012,
BR,2025-Q4,0.926361593,1,run_012,
C,2023-Q1,0.877389429,1,run_012,
C,2023-Q2,0.67932328,0,run_012,
C,2023-Q3,0.766990934,1,run_012,
C,2023-Q4,0.702781582,1,run_012,
C,2024-Q1,0.833209077,1,run_012,
C,2024-Q2,0.882032685,1,run_012,
C,2024-Q3,0.930392133,1,run_012,
C,2024-Q4,0.913177391,1,run_012,
C,2025-Q1,0.684414127,1,run_012,
C,2025-Q2,0.89165315,1,run_012,
C,2025-Q3,0.845282445,1,run_012,
C,2025-Q4,0.779652557,0,run_012,0.93-0.5
CRM,2023-Q1,0.789896207,1,run_012,
CRM,2023-Q2,0.705713844,1,run_012,
CRM,2023-Q3,0.763606603,1,run_012,
CRM,2023-Q4,0.89299191,1,run_012,
CRM,2024-Q1,0.765839019,1,run_012,
CRM,2024-Q2,0.830431754,1,run_012,
CRM,2024-Q3,0.871108199,0,run_012,
CRM,2024-Q4,0.735348596,1,run_012,
CRM,2025-Q1,0.743218668,1,run_012,
CRM,2025-Q2,0.784614559,1,run_012,
CRM,2025-Q3,0.771228472,1,run_012,
DAL,2023-Q1,0.822671476,0,run_012,
DAL,2023-Q2,0.93470967,1,run_012,
DAL,2023-Q3,0.833601557,1,run_012,
DAL,2023-Q4,0.821564541,1,run_012,
DAL,2024-Q1,0.932621828,1,run_012,
DAL,2024-Q2,0.911612299,0,run_012,
DAL,2024-Q3,0.879066732,0,run_012,
DAL,2024-Q4,0.92156272,1,run_012,
DAL,2025-Q1,0.795288588,1,run_012,
DAL,2025-Q2,0.848143593,1,run_012,
DAL,2025-Q3,0.90081635,1,run_012,
DAL,2025-Q4,0.925884207,0,run_012,
GS,2023-Q1,0.647464973,1,run_012,
GS,2023-Q2,0.830707909,0,run_012,
GS,2023-Q3,0.821429604,0,run_012,
GS,2023-Q4,0.896619927,1,run_012,
GS,2024-Q1,0.869826461,1,run_012,
GS,2024-Q2,0.793150395,1,run_012,
GS,2024-Q3,0.880202805,1,run_012,
GS,2024-Q4,0.973137802,1,run_012,
GS,2025-Q1,0.885902078,1,run_012,
GS,2025-Q2,0.87871467,1,run_012,
GS,2025-Q3,0.953424263,1,run_012,
GS,2025-Q4,0.922484049,1,run_012,
INTC,2023-Q1,0.776771632,1,run_012,
INTC,2023-Q2,0.887383717,1,run_012,
INTC,2023-Q3,0.919034693,1,run_012,
INTC,2023-Q4,0.874106022,1,run_012,
INTC,2024-Q1,0.790442766,1,run_012,
INTC,2024-Q2,0.864519529,0,run_012,
INTC,2024-Q3,0.820913786,0,run_012,
INTC,2024-Q4,0.87307564,1,run_012,
INTC,2025-Q2,0.771509319,0,run_012,
INTC,2025-Q3,0.916948577,1,run_012,
INTC,2025-Q4,0.893844324,1,run_012,
JPM,2023-Q1,0.720724777,1,run_012,
JPM,2023-Q2,0.764248315,1,run_012,
JPM,2023-Q3,0.56519904,1,run_012,
JPM,2023-Q4,0.799751478,0,run_012,
JPM,2024-Q1,0.796780793,1,run_012,
JPM,2024-Q2,0.858931169,1,run_012,
JPM,2024-Q3,0.785943116,1,run_012,
JPM,2024-Q4,0.713012881,1,run_012,
JPM,2025-Q1,0.760703821,1,run_012,
JPM,2025-Q2,0.765652734,1,run_012,
JPM,2025-Q3,0.827339091,1,run_012,
JPM,2025-Q4,0.627293785,0,run_012,
MS,2023-Q1,0.84940528,1,run_012,
MS,2023-Q2,0.907980901,1,run_012,
MS,2023-Q3,0.773997775,1,run_012,
MS,2023-Q4,0.816090637,0,run_012,
MS,2024-Q1,0.944828049,1,run_012,
MS,2024-Q2,0.931367387,1,run_012,
MS,2024-Q3,0.93002944,1,run_012,
MS,2024-Q4,0.921726539,1,run_012,
MS,2025-Q1,0.914504083,1,run_012,
MS,2025-Q2,0.985577384,1,run_012,
MS,2025-Q3,0.937137157,1,run_012,
MS,2025-Q4,0.903167723,1,run_012,
MSFT,2023-Q1,0.687836491,1,run_012,
MSFT,2023-Q2,0.662204027,1,run_012,
MSFT,2023-Q3,0.846919132,1,run_012,
MSFT,2023-Q4,0.687185211,1,run_012,
MSFT,2024-Q1,0.845564851,1,run_012,
MSFT,2024-Q2,0.729323205,1,run_012,
MSFT,2024-Q3,0.668376722,1,run_012,
MSFT,2024-Q4,0.749970855,1,run_012,
MSFT,2025-Q1,0.755017825,1,run_012,
MSFT,2025-Q2,0.908548741,1,run_012,
MSFT,2025-Q3,0.748420066,1,run_012,
MSFT,2025-Q4,0.869098882,1,run_012,
MTB,2023-Q1,0.689108739,1,run_012,
MTB,2023-Q2,0.83010347,1,run_012,
MTB,2023-Q3,0.817321114,1,run_012,
MTB,2023-Q4,0.704415259,0,run_012,
MTB,2024-Q1,0.503830572,0,run_012,
MTB,2024-Q2,0.517241434,1,run_012,
MTB,2024-Q3,0.695226052,1,run_012,
MTB,2024-Q4,0.849283941,1,run_012,
MTB,2025-Q1,0.729200462,0,run_012,
MTB,2025-Q2,0.783716548,1,run_012,
MTB,2025-Q3,0.697494976,1,run_012,
MTB,2025-Q4,0.83849021,1,run_012,
NFLX,2023-Q1,0.723566255,0,run_012,
NFLX,2023-Q2,0.651035774,1,run_012,
NFLX,2023-Q3,0.614880709,1,run_012,
NFLX,2023-Q4,0.590153947,0,run_012,
NFLX,2024-Q1,0.660142645,1,run_012,
NFLX,2024-Q2,0.780906845,1,run_012,
NFLX,2024-Q3,0.71419856,1,run_012,
NFLX,2024-Q4,0.690340994,1,run_012,
NFLX,2025-Q1,0.705566471,1,run_012,
NFLX,2025-Q2,0.833619652,1,run_012,
NFLX,2025-Q3,0.705976024,0,run_012,
NFLX,2025-Q4,0.766379574,1,run_012,
NOW,2023-Q1,0.708796115,1,run_012,
NOW,2023-Q2,0.783520769,1,run_012,
NOW,2023-Q3,0.78116935,1,run_012,
NOW,2023-Q4,0.779044264,1,run_012,
NOW,2024-Q1,0.81276942,1,run_012,
NOW,2024-Q2,0.717409049,1,run_012,
NOW,2024-Q3,0.870956983,1,run_012,
NOW,2024-Q4,0.850759404,0,run_012,
NOW,2025-Q1,0.772834945,1,run_012,
NOW,2025-Q2,0.87307851,1,run_012,
NOW,2025-Q3,0.724125146,1,run_012,
NOW,2025-Q4,0.747183418,1,run_012,
NVDA,2023-Q1,0.747379242,1,run_012,
NVDA,2023-Q2,0.451167688,1,run_012,
NVDA,2023-Q3,0.654588203,1,run_012,
NVDA,2023-Q4,0.740208817,1,run_012,
NVDA,2024-Q1,0.766581388,1,run_012,
NVDA,2024-Q2,0.776789468,1,run_012,
NVDA,2024-Q3,0.677183936,1,run_012,
NVDA,2024-Q4,0.80641712,1,run_012,
NVDA,2025-Q1,0.794787766,1,run_012,
NVDA,2025-Q2,0.638247528,1,run_012,
NVDA,2025-Q3,0.801040327,1,run_012,
PNC,2023-Q1,0.706717826,1,run_012,
PNC,2023-Q2,0.684183794,1,run_012,
PNC,2023-Q3,0.783737527,1,run_012,
PNC,2023-Q4,0.656218646,0,run_012,
PNC,2024-Q1,0.693106403,1,run_012,
PNC,2024-Q3,0.895815225,1,run_012,
PNC,2024-Q4,0.771923349,1,run_012,
PNC,2025-Q1,0.583542036,1,run_012,
PNC,2025-Q2,0.859644127,1,run_012,
PNC,2025-Q3,0.753125622,1,run_012,
PNC,2025-Q4,0.894308233,1,run_012,
QCOM,2023-Q1,0.853896341,0,run_012,
QCOM,2023-Q2,0.884419128,1,run_012,
QCOM,2023-Q3,0.910576786,1,run_012,
QCOM,2023-Q4,0.92966623,1,run_012,
QCOM,2024-Q1,0.881116941,1,run_012,
QCOM,2024-Q2,0.861619474,1,run_012,
QCOM,2024-Q3,0.865072863,1,run_012,
QCOM,2024-Q4,0.864117665,1,run_012,
QCOM,2025-Q1,0.875399712,1,run_012,
QCOM,2025-Q2,0.912712715,1,run_012,
QCOM,2025-Q3,0.921943094,1,run_012,
QCOM,2025-Q4,0.90772483,1,run_012,
SHOP,2023-Q1,0.875370965,1,run_012,
SHOP,2023-Q2,0.839105769,1,run_012,
SHOP,2023-Q3,0.832071116,1,run_012,
SHOP,2023-Q4,0.792866187,1,run_012,
SHOP,2024-Q1,0.863530188,1,run_012,
SHOP,2024-Q2,0.796735955,1,run_012,
SHOP,2024-Q3,0.759211759,1,run_012,
SHOP,2024-Q4,0.87323135,1,run_012,
SHOP,2025-Q1,0.721939469,0,run_012,
SHOP,2025-Q2,0.835158565,1,run_012,
SHOP,2025-Q3,0.699642418,0,run_012,
SHOP,2025-Q4,0.701850036,0,run_012,
STT,2023-Q1,0.729557554,0,run_012,
STT,2023-Q2,0.772557955,1,run_012,
STT,2023-Q3,0.69617986,1,run_012,
STT,2023-Q4,0.797525146,1,run_012,
STT,2024-Q1,0.79912147,1,run_012,
STT,2024-Q2,0.767731424,1,run_012,
STT,2024-Q3,0.930438262,1,run_012,
STT,2024-Q4,0.53212815,1,run_012,
STT,2025-Q1,0.911069222,1,run_012,
STT,2025-Q2,0.942910561,1,run_012,
STT,2025-Q3,0.950181216,1,run_012,
STT,2025-Q4,0.977131831,1,run_012,
TSLA,2023-Q1,0.894205473,0,run_012,
TSLA,2023-Q2,0.782227259,1,run_012,
TSLA,2023-Q3,0.809605151,0,run_012,
TSLA,2023-Q4,0.822405282,0,run_012,
TSLA,2024-Q1,0.716074837,0,run_012,
TSLA,2024-Q2,0.750725331,0,run_012,
TSLA,2024-Q3,0.845345641,1,run_012,
TSLA,2024-Q4,0.718616827,0,run_012,
TSLA,2025-Q1,0.584071944,0,run_012,
TSLA,2025-Q2,0.834239001,0,run_012,
TSLA,2025-Q3,0.829909725,0,run_012,
TSLA,2025-Q4,0.80765887,1,run_012,
TSM,2023-Q1,0.71538686,1,run_012,
TSM,2023-Q2,0.663867724,1,run_012,
TSM,2023-Q3,0.885835616,1,run_012,
TSM,2023-Q4,0.877223549,1,run_012,
TSM,2024-Q1,0.665171387,1,run_012,
TSM,2024-Q2,0.907450711,1,run_012,
TSM,2024-Q3,0.877218371,1,run_012,
TSM,2024-Q4,0.912671208,1,run_012,
TSM,2025-Q1,0.872412193,1,run_012,
TSM,2025-Q2,0.836791727,1,run_012,
TSM,2025-Q3,0.920538961,1,run_012,
TSM,2025-Q4,0.840596258,1,run_012,
WFC,2023-Q1,0.758086379,1,run_012,
WFC,2023-Q2,0.64217555,1,run_012,
WFC,2023-Q3,0.612797073,1,run_012,
WFC,2023-Q4,0.705906244,0,run_012,
WFC,2024-Q1,0.656722589,1,run_012,
WFC,2024-Q2,0.674251198,1,run_012,
WFC,2024-Q3,0.713210426,1,run_012,
WFC,2024-Q4,0.941898635,1,run_012,
WFC,2025-Q1,0.662751091,1,run_012,
WFC,2025-Q2,0.871355665,1,run_012,
WFC,2025-Q3,0.886377853,1,run_012,
WFC,2025-Q4,0.807237185,0,run_012,
