ticker,fiscal_quarter,p_text,actual,is_oos
BR,2024-Q2,0.35758642277250996,0,True
BR,2024-Q3,0.21006253769612107,1,True
BR,2024-Q4,0.8622843427834738,1,True
BR,2025-Q1,0.41789147338813804,1,True
BR,2025-Q2,0.5647167201478127,1,True
BR,2025-Q3,0.573304605975999,1,True
C,2023-Q1,0.9690939573543406,1,True
C,2023-Q2,0.7421822510738278,1,True
C,2023-Q3,0.9740754328923544,1,True
C,2023-Q4,0.8728840914583587,1,True
C,2024-Q1,0.891227619564931,1,True
C,2024-Q2,0.904182299545802,1,True
C,2024-Q3,0.9030589645861677,1,True
C,2024-Q4,0.9342688785324829,1,True
C,2025-Q1,0.9333242950529878,1,True
C,2025-Q2,0.9132919561841263,1,True
C,2025-Q3,0.7071082103097303,1,True
CRM,2023-Q1,0.5472548028821485,1,True
CRM,2023-Q2,0.3291942406206795,1,True
CRM,2023-Q3,0.5363105705971162,1,True
CRM,2023-Q4,0.6831899938991407,1,True
CRM,2024-Q1,0.5739826214946157,1,True
CRM,2024-Q2,0.39964469660399676,1,True
CRM,2024-Q3,0.7997584966430376,1,True
CRM,2024-Q4,0.8784784065262888,1,True
CRM,2025-Q1,0.23702393331358923,1,True
CRM,2025-Q2,0.4242706909919568,1,True
CRM,2025-Q3,0.15124888863828503,1,True
DAL,2023-Q1,0.6503775676708684,1,True
DAL,2023-Q2,0.8098067828092191,1,True
DAL,2023-Q3,0.4292518024426446,1,True
DAL,2023-Q4,0.6469292249365258,1,True
DAL,2024-Q1,0.6898501797962605,0,True
DAL,2024-Q2,0.3160843634694288,0,True
DAL,2024-Q3,0.4008434487155483,1,True
DAL,2024-Q4,0.31005161774369566,1,True
DAL,2025-Q1,0.4891643232386278,1,True
DAL,2025-Q2,0.7358142497260552,1,True
DAL,2025-Q3,0.37298956632276686,1,True
GS,2023-Q1,0.7589973884834093,0,True
GS,2023-Q2,0.5131570213679021,1,True
GS,2023-Q3,0.7687602458124897,1,True
GS,2023-Q4,0.7488945621771648,1,True
GS,2024-Q1,0.6958792917818476,1,True
GS,2024-Q2,0.5233296699317227,1,True
GS,2024-Q3,0.4845576966198402,1,True
GS,2024-Q4,0.34662638562259834,1,True
GS,2025-Q1,0.4062732895997531,1,True
GS,2025-Q2,0.6456438042326379,1,True
GS,2025-Q3,0.6653982913202675,1,True
INTC,2023-Q1,0.6980505552689594,1,True
INTC,2023-Q2,0.880488140734634,1,True
INTC,2023-Q3,0.827831712093657,1,True
INTC,2023-Q4,0.6260457661707224,0,True
INTC,2024-Q1,0.8322608308197106,0,True
INTC,2024-Q2,0.6344029179249167,0,True
INTC,2024-Q3,0.8017553112133764,1,True
INTC,2024-Q4,0.8023704949514053,1,True
INTC,2025-Q1,0.9605810760922825,0,True
INTC,2025-Q2,0.842588878931857,1,True
INTC,2025-Q3,0.934002204353656,1,True
JPM,2023-Q1,0.8774613595909436,1,True
JPM,2023-Q2,0.9731521577122221,1,True
JPM,2023-Q3,0.7341615440537412,1,True
JPM,2023-Q4,0.9124043871254771,1,True
JPM,2024-Q1,0.86403996907782,1,True
JPM,2024-Q2,0.8755125138763374,1,True
JPM,2024-Q3,0.9068831613347177,1,True
JPM,2024-Q4,0.3763764941287736,1,True
JPM,2025-Q1,0.4779264598852252,1,True
JPM,2025-Q2,0.8927185607247142,1,True
JPM,2025-Q3,0.8512022810720946,1,True
MS,2023-Q1,0.8156115139414319,1,True
MS,2023-Q2,0.8996095457352401,1,True
MS,2023-Q3,0.7797845574060366,1,True
MS,2023-Q4,0.3433941344849674,1,True
MS,2024-Q1,0.7346169171435024,1,True
MS,2024-Q2,0.6937620000979328,1,True
MS,2024-Q3,0.595718707916528,1,True
MS,2024-Q4,0.781554448672102,1,True
MS,2025-Q1,0.5249200240677632,1,True
MS,2025-Q2,0.7984237181559851,1,True
MS,2025-Q3,0.8718797239763252,1,True
MSFT,2023-Q1,0.7739218530214128,1,True
MSFT,2023-Q2,0.8857056020899445,1,True
MSFT,2023-Q3,0.8995762071245831,1,True
MSFT,2023-Q4,0.9453897235260177,1,True
MSFT,2024-Q1,0.8794156301053142,1,True
MSFT,2024-Q2,0.6482944295279742,1,True
MSFT,2024-Q3,0.7409854429074823,1,True
MSFT,2024-Q4,0.6773493495846462,1,True
MSFT,2025-Q1,0.8109668924683281,1,True
MSFT,2025-Q2,0.96691840911333,1,True
MSFT,2025-Q3,0.706461619230892,1,True
MTB,2023-Q1,0.7807658346383793,1,True
MTB,2023-Q2,0.8525187132482133,1,True
MTB,2023-Q3,0.8488525675173538,0,True
MTB,2023-Q4,0.8290975325701564,0,True
MTB,2024-Q1,0.6903745093033461,1,True
MTB,2024-Q2,0.7255093492743196,1,True
MTB,2024-Q3,0.6796954983909693,1,True
MTB,2024-Q4,0.43615223368055617,0,True
MTB,2025-Q1,0.7930213096305723,1,True
MTB,2025-Q2,0.6968520952750694,1,True
MTB,2025-Q3,0.5489415144384958,1,True
NFLX,2023-Q1,0.8550904725210396,1,True
NFLX,2023-Q2,0.9061325782853158,1,True
NFLX,2023-Q3,0.9334096828305339,0,True
NFLX,2023-Q4,0.9528473805588232,1,True
NFLX,2024-Q1,0.8863211591287383,1,True
NFLX,2024-Q2,0.9183511587046558,1,True
NFLX,2024-Q3,0.9668803399265585,1,True
NFLX,2024-Q4,0.8908909684713109,1,True
NFLX,2025-Q1,0.9624253424717256,1,True
NFLX,2025-Q2,0.9639391258050465,0,True
NFLX,2025-Q3,0.9483110944434966,1,True
NOW,2023-Q1,0.19270052117314498,1,True
NOW,2023-Q2,0.532575240742828,1,True
NOW,2023-Q3,0.2002832765441796,0,True
NOW,2023-Q4,0.6444597070655057,1,True
NOW,2024-Q1,0.40667054719047374,1,True
NOW,2024-Q2,0.31380456956089825,1,True
NOW,2024-Q3,0.06063398500147674,1,True
NOW,2024-Q4,0.18508597586067874,1,True
NOW,2025-Q1,0.20838139178853898,1,True
NOW,2025-Q2,0.311723541752798,1,True
NOW,2025-Q3,0.33072004747132916,1,True
NVDA,2023-Q1,0.8649145516781076,1,True
NVDA,2023-Q2,0.6433881501295327,1,True
NVDA,2023-Q3,0.6617434340379353,1,True
NVDA,2023-Q4,0.7464342764545163,1,True
NVDA,2024-Q1,0.6325935438727639,1,True
NVDA,2024-Q2,0.9329989113695724,1,True
NVDA,2024-Q3,0.9410802044022843,1,True
NVDA,2024-Q4,0.8634354575872362,1,True
NVDA,2025-Q1,0.37010312708540066,0,True
NVDA,2025-Q2,0.46809900388364356,1,True
NVDA,2025-Q3,0.5496644321984218,1,True
PNC,2023-Q1,0.8564481772646215,1,True
PNC,2023-Q2,0.989665310793296,1,True
PNC,2023-Q3,0.9726324660124758,1,True
PNC,2023-Q4,0.798458965943093,1,True
PNC,2024-Q1,0.9735707420456566,1,True
PNC,2024-Q3,0.797736969762527,1,True
PNC,2024-Q4,0.9318035773540821,1,True
PNC,2025-Q1,0.8852988942665373,1,True
PNC,2025-Q2,0.9804660787987063,1,True
PNC,2025-Q3,0.913063348525598,1,True
QCOM,2023-Q1,0.9448617392499782,1,True
QCOM,2023-Q2,0.7683045829726491,1,True
QCOM,2023-Q3,0.8884765173516707,1,True
QCOM,2023-Q4,0.8144924505607807,1,True
QCOM,2024-Q1,0.7806080620875226,1,True
QCOM,2024-Q2,0.586040603212799,1,True
QCOM,2024-Q3,0.8135781509848925,1,True
QCOM,2024-Q4,0.7663514586891418,1,True
QCOM,2025-Q1,0.9286323697073015,1,True
QCOM,2025-Q2,0.8832773820014623,1,True
QCOM,2025-Q3,0.9151490114985397,0,True
SHOP,2023-Q1,0.7448966126190985,0,True
SHOP,2023-Q2,0.8222866189728667,1,True
SHOP,2023-Q3,0.8952700790925432,1,True
SHOP,2023-Q4,0.8497997887236491,1,True
SHOP,2024-Q1,0.8455384834861299,1,True
SHOP,2024-Q2,0.8102159040427436,1,True
SHOP,2024-Q3,0.7672696294701429,0,True
SHOP,2024-Q4,0.8038361154881573,1,True
SHOP,2025-Q1,0.864193913423368,1,True
SHOP,2025-Q2,0.7692254178947169,1,True
SHOP,2025-Q3,0.9429259504740416,0,True
STT,2023-Q1,0.8176995347816746,1,True
STT,2023-Q2,0.7060498629316839,1,True
STT,2023-Q3,0.8791706660192036,1,True
STT,2023-Q4,0.8817053575193845,1,True
STT,2024-Q1,0.7924734130511585,1,True
STT,2024-Q2,0.9392318158248723,1,True
STT,2024-Q3,0.9342655702586788,1,True
STT,2024-Q4,0.897265188843,1,True
STT,2025-Q1,0.87976579669958,1,True
STT,2025-Q2,0.9179891057685045,1,True
STT,2025-Q3,0.42226742347168483,1,True
TSLA,2023-Q1,0.8224190405001219,1,True
TSLA,2023-Q2,0.8664306596406278,0,True
TSLA,2023-Q3,0.6069629016676976,0,True
TSLA,2023-Q4,0.9610713190130741,0,True
TSLA,2024-Q1,0.8976579412695409,0,True
TSLA,2024-Q2,0.7807272668004535,1,True
TSLA,2024-Q3,0.922754007053117,1,True
TSLA,2024-Q4,0.6655348984143512,0,True
TSLA,2025-Q1,0.8977879928946597,0,True
TSLA,2025-Q2,0.8988888222491735,0,True
TSLA,2025-Q3,0.8313167194175709,0,True
TSM,2023-Q1,0.8587081652563802,1,True
TSM,2023-Q2,0.7519751350035605,1,True
TSM,2023-Q3,0.6815005768418549,1,True
TSM,2023-Q4,0.5025689249792875,1,True
TSM,2024-Q1,0.8602513489712885,1,True
TSM,2024-Q2,0.9449657989669559,1,True
TSM,2024-Q3,0.9591712911497996,1,True
TSM,2024-Q4,0.975226684048305,1,True
TSM,2025-Q1,0.9449997405800625,1,True
TSM,2025-Q2,0.8854890855311838,1,True
TSM,2025-Q3,0.9363049692067631,1,True
WFC,2023-Q1,0.21754045196197186,1,True
WFC,2023-Q2,0.7775692378637652,1,True
WFC,2023-Q3,0.5548777675300833,1,True
WFC,2023-Q4,0.8427231163037685,1,True
WFC,2024-Q1,0.7994741738610096,1,True
WFC,2024-Q2,0.5669513461692913,1,True
WFC,2024-Q3,0.730965646005931,1,True
WFC,2024-Q4,0.8523624777006819,1,True
WFC,2025-Q1,0.4120172901423742,1,True
WFC,2025-Q2,0.23093143054492726,1,True
WFC,2025-Q3,0.533101284390761,1,True
