ticker,fiscal_quarter,model_id,p_text,actual,is_oos
AAPL,2023-Q3,rf_best,0.870526519387421,1,True
ADBE,2023-Q3,rf_best,0.8226349984863659,1,True
AMD,2023-Q3,rf_best,0.8303493217111566,1,True
AMZN,2023-Q3,rf_best,0.854148509572493,1,True
AVGO,2023-Q3,rf_best,0.7273987180060939,1,True
BAC,2023-Q3,rf_best,0.7299429774294908,1,True
BK,2023-Q3,rf_best,0.7270301596385781,1,True
BLK,2023-Q3,rf_best,0.8186256581753942,1,True
BR,2023-Q3,rf_best,0.7965770012454425,1,True
C,2023-Q3,rf_best,0.7627453108008435,1,True
CRM,2023-Q3,rf_best,0.826376171172912,1,True
DAL,2023-Q3,rf_best,0.8615719896337662,1,True
GS,2023-Q3,rf_best,0.7894249704812089,0,True
INTC,2023-Q3,rf_best,0.8591757148815353,1,True
JPM,2023-Q3,rf_best,0.6335941896255165,1,True
MS,2023-Q3,rf_best,0.7785521761236819,1,True
MSFT,2023-Q3,rf_best,0.7469658346378149,1,True
MTB,2023-Q3,rf_best,0.8012298436645087,1,True
NFLX,2023-Q3,rf_best,0.526744544920071,1,True
NOW,2023-Q3,rf_best,0.8368813683881816,1,True
NVDA,2023-Q3,rf_best,0.667613012612556,1,True
PNC,2023-Q3,rf_best,0.7278323503463969,1,True
QCOM,2023-Q3,rf_best,0.8670483369959845,1,True
SHOP,2023-Q3,rf_best,0.8623132960010418,1,True
STT,2023-Q3,rf_best,0.7897717984350991,1,True
TSLA,2023-Q3,rf_best,0.7535725686551015,0,True
TSM,2023-Q3,rf_best,0.8336612146641578,1,True
WFC,2023-Q3,rf_best,0.5858162102661653,1,True
AAPL,2023-Q4,rf_best,0.8453153632775012,1,True
ADBE,2023-Q4,rf_best,0.8370610519192316,1,True
AMD,2023-Q4,rf_best,0.835608751307032,0,True
AMZN,2023-Q4,rf_best,0.8587760104442852,1,True
AVGO,2023-Q4,rf_best,0.6825832854102445,1,True
BAC,2023-Q4,rf_best,0.717197056959972,0,True
BK,2023-Q4,rf_best,0.8342817589393495,1,True
BLK,2023-Q4,rf_best,0.8753457234078099,1,True
BR,2023-Q4,rf_best,0.6747746445019482,1,True
C,2023-Q4,rf_best,0.7430555074146401,1,True
CRM,2023-Q4,rf_best,0.82408121100188,1,True
DAL,2023-Q4,rf_best,0.8360013574846561,1,True
GS,2023-Q4,rf_best,0.8409485520848206,1,True
INTC,2023-Q4,rf_best,0.8686496375251765,1,True
JPM,2023-Q4,rf_best,0.8025770579377264,0,True
MS,2023-Q4,rf_best,0.7998512009869058,0,True
MSFT,2023-Q4,rf_best,0.7443133614260687,1,True
MTB,2023-Q4,rf_best,0.7207293988280933,0,True
NFLX,2023-Q4,rf_best,0.5500834153870049,0,True
NOW,2023-Q4,rf_best,0.8334669866975738,1,True
NVDA,2023-Q4,rf_best,0.7112931440901993,1,True
PNC,2023-Q4,rf_best,0.7164399514207858,0,True
QCOM,2023-Q4,rf_best,0.866654382303369,1,True
SHOP,2023-Q4,rf_best,0.8207627087116576,1,True
STT,2023-Q4,rf_best,0.8444253944598499,1,True
TSLA,2023-Q4,rf_best,0.7075694116989178,0,True
TSM,2023-Q4,rf_best,0.8298090086331465,1,True
WFC,2023-Q4,rf_best,0.7418951361832782,0,True
AAPL,2024-Q1,rf_best,0.8764316332510245,1,True
ADBE,2024-Q1,rf_best,0.8785458977041274,1,True
AMD,2024-Q1,rf_best,0.7549104771165885,1,True
AMZN,2024-Q1,rf_best,0.8132794346776918,1,True
AVGO,2024-Q1,rf_best,0.6530724076009441,1,True
BAC,2024-Q1,rf_best,0.7882960537990941,0,True
BK,2024-Q1,rf_best,0.7940817046324253,1,True
BLK,2024-Q1,rf_best,0.8230601365576292,1,True
BR,2024-Q1,rf_best,0.8092112837593723,0,True
C,2024-Q1,rf_best,0.847458621205325,1,True
CRM,2024-Q1,rf_best,0.8060696568336407,1,True
DAL,2024-Q1,rf_best,0.849363987576068,1,True
GS,2024-Q1,rf_best,0.8044577822761028,1,True
INTC,2024-Q1,rf_best,0.8457034884875012,1,True
JPM,2024-Q1,rf_best,0.7876253333590154,1,True
MS,2024-Q1,rf_best,0.8165129476764063,1,True
MSFT,2024-Q1,rf_best,0.7591937268044744,1,True
MTB,2024-Q1,rf_best,0.4943190743589798,0,True
NFLX,2024-Q1,rf_best,0.5702530016412866,1,True
NOW,2024-Q1,rf_best,0.8529853136341441,1,True
NVDA,2024-Q1,rf_best,0.6964338935921129,1,True
PNC,2024-Q1,rf_best,0.6440167560615064,1,True
QCOM,2024-Q1,rf_best,0.8245660121235154,1,True
SHOP,2024-Q1,rf_best,0.8625589298775562,1,True
STT,2024-Q1,rf_best,0.8345735387901931,1,True
TSLA,2024-Q1,rf_best,0.817055912397532,0,True
TSM,2024-Q1,rf_best,0.7888023855030425,1,True
WFC,2024-Q1,rf_best,0.6826168290260357,1,True
AAPL,2024-Q2,rf_best,0.846081395647326,1,True
ADBE,2024-Q2,rf_best,0.8488437730210463,1,True
AMD,2024-Q2,rf_best,0.8445898913626418,1,True
AMZN,2024-Q2,rf_best,0.7066794044791074,1,True
AVGO,2024-Q2,rf_best,0.627447778508567,1,True
BAC,2024-Q2,rf_best,0.7709713560797098,1,True
BK,2024-Q2,rf_best,0.8342000748598039,1,True
BLK,2024-Q2,rf_best,0.8556260105359427,1,True
BR,2024-Q2,rf_best,0.7981279060314118,1,True
C,2024-Q2,rf_best,0.8040378858095476,1,True
CRM,2024-Q2,rf_best,0.8683620555342044,1,True
DAL,2024-Q2,rf_best,0.8874503187494575,0,True
GS,2024-Q2,rf_best,0.7843110268264827,1,True
INTC,2024-Q2,rf_best,0.8318912318979195,0,True
JPM,2024-Q2,rf_best,0.7687052333378811,1,True
MS,2024-Q2,rf_best,0.8585395113042302,1,True
MSFT,2024-Q2,rf_best,0.6941106301851886,1,True
MTB,2024-Q2,rf_best,0.48427254217849963,1,True
NFLX,2024-Q2,rf_best,0.6094279517530526,1,True
NOW,2024-Q2,rf_best,0.826540117399369,1,True
NVDA,2024-Q2,rf_best,0.7433947196161177,1,True
QCOM,2024-Q2,rf_best,0.8092714571868387,1,True
SHOP,2024-Q2,rf_best,0.7779875376581372,1,True
STT,2024-Q2,rf_best,0.8453023400318551,1,True
TSLA,2024-Q2,rf_best,0.7691568354715166,0,True
TSM,2024-Q2,rf_best,0.8230363971266657,1,True
WFC,2024-Q2,rf_best,0.6906330935701934,1,True
AAPL,2024-Q3,rf_best,0.8616616416144562,1,True
ADBE,2024-Q3,rf_best,0.8536254292241673,1,True
AMD,2024-Q3,rf_best,0.847910433628228,0,True
AMZN,2024-Q3,rf_best,0.8724971210837409,1,True
AVGO,2024-Q3,rf_best,0.7330467690692313,1,True
BAC,2024-Q3,rf_best,0.8383875902246444,1,True
BK,2024-Q3,rf_best,0.7692737916471097,1,True
BLK,2024-Q3,rf_best,0.8498533162529092,1,True
BR,2024-Q3,rf_best,0.7483400732770613,1,True
C,2024-Q3,rf_best,0.832864036166127,1,True
CRM,2024-Q3,rf_best,0.8231231060005538,0,True
DAL,2024-Q3,rf_best,0.7637446645453119,0,True
GS,2024-Q3,rf_best,0.7645385047352196,1,True
INTC,2024-Q3,rf_best,0.8046787344274314,0,True
JPM,2024-Q3,rf_best,0.7638488282617388,1,True
MS,2024-Q3,rf_best,0.8647720496418556,1,True
MSFT,2024-Q3,rf_best,0.7081797055605576,1,True
MTB,2024-Q3,rf_best,0.5653817147392409,1,True
NFLX,2024-Q3,rf_best,0.6508975595325537,1,True
NOW,2024-Q3,rf_best,0.8830966592455308,1,True
NVDA,2024-Q3,rf_best,0.6806463987360526,1,True
PNC,2024-Q3,rf_best,0.752602324215042,1,True
QCOM,2024-Q3,rf_best,0.805293769664318,1,True
SHOP,2024-Q3,rf_best,0.7896177237536306,1,True
STT,2024-Q3,rf_best,0.8538015101208051,1,True
TSLA,2024-Q3,rf_best,0.7066550228887091,1,True
TSM,2024-Q3,rf_best,0.7782211681366049,1,True
WFC,2024-Q3,rf_best,0.5281092555782295,1,True
AAPL,2024-Q4,rf_best,0.8364976512933746,1,True
ADBE,2024-Q4,rf_best,0.8601827357281409,1,True
AMD,2024-Q4,rf_best,0.8281496586843378,0,True
AMZN,2024-Q4,rf_best,0.7512962896744279,1,True
AVGO,2024-Q4,rf_best,0.6135441025657743,1,True
BAC,2024-Q4,rf_best,0.81234147862783,1,True
BK,2024-Q4,rf_best,0.8137465339790408,1,True
BLK,2024-Q4,rf_best,0.8384614972235791,1,True
BR,2024-Q4,rf_best,0.7705873632734366,1,True
C,2024-Q4,rf_best,0.8468649523678937,1,True
CRM,2024-Q4,rf_best,0.7383228531447428,1,True
DAL,2024-Q4,rf_best,0.8952799520417332,1,True
GS,2024-Q4,rf_best,0.8020305443020525,1,True
INTC,2024-Q4,rf_best,0.8158318501314935,1,True
JPM,2024-Q4,rf_best,0.6435235145086624,1,True
MS,2024-Q4,rf_best,0.8399127867731142,1,True
MSFT,2024-Q4,rf_best,0.6473501608175105,1,True
MTB,2024-Q4,rf_best,0.7842441733974544,1,True
NFLX,2024-Q4,rf_best,0.5895142081449694,1,True
NOW,2024-Q4,rf_best,0.8843462570030202,0,True
NVDA,2024-Q4,rf_best,0.7251005010526519,1,True
PNC,2024-Q4,rf_best,0.7267486932039448,1,True
QCOM,2024-Q4,rf_best,0.7827824197517776,1,True
SHOP,2024-Q4,rf_best,0.8858096410276525,1,True
STT,2024-Q4,rf_best,0.41367805015280273,1,True
TSLA,2024-Q4,rf_best,0.5480469005769724,0,True
TSM,2024-Q4,rf_best,0.8113122594425872,1,True
WFC,2024-Q4,rf_best,0.8307152481975248,1,True
AAPL,2025-Q1,rf_best,0.8789966643238029,1,True
ADBE,2025-Q1,rf_best,0.8641350427182327,1,True
AMD,2025-Q1,rf_best,0.8660605771879246,1,True
AMZN,2025-Q1,rf_best,0.6806607881716662,1,True
AVGO,2025-Q1,rf_best,0.7228850747704454,1,True
BAC,2025-Q1,rf_best,0.8191044320866632,1,True
BK,2025-Q1,rf_best,0.806322156254984,1,True
BLK,2025-Q1,rf_best,0.6551238118992013,1,True
BR,2025-Q1,rf_best,0.8127834741336494,1,True
C,2025-Q1,rf_best,0.681497359628393,1,True
CRM,2025-Q1,rf_best,0.8018847922732641,1,True
DAL,2025-Q1,rf_best,0.7569236131159359,1,True
GS,2025-Q1,rf_best,0.8166193505720863,1,True
JPM,2025-Q1,rf_best,0.6201509987924465,1,True
MS,2025-Q1,rf_best,0.7952384774700098,1,True
MSFT,2025-Q1,rf_best,0.7093095143567453,1,True
MTB,2025-Q1,rf_best,0.7134569223777143,0,True
NFLX,2025-Q1,rf_best,0.680485673720723,1,True
NOW,2025-Q1,rf_best,0.8414504754907328,1,True
NVDA,2025-Q1,rf_best,0.7524757474092868,1,True
PNC,2025-Q1,rf_best,0.68917885100534,1,True
QCOM,2025-Q1,rf_best,0.7850652563416031,1,True
SHOP,2025-Q1,rf_best,0.790051518395729,0,True
STT,2025-Q1,rf_best,0.8452547263438281,1,True
TSLA,2025-Q1,rf_best,0.6692599340916922,0,True
TSM,2025-Q1,rf_best,0.8488087397643496,1,True
WFC,2025-Q1,rf_best,0.7814238637000768,1,True
AAPL,2025-Q2,rf_best,0.794875326037989,1,True
ADBE,2025-Q2,rf_best,0.8530589681025935,1,True
AMD,2025-Q2,rf_best,0.8772324798867666,0,True
AMZN,2025-Q2,rf_best,0.8590950037071663,1,True
AVGO,2025-Q2,rf_best,0.7483889238969234,1,True
BAC,2025-Q2,rf_best,0.8037372489912675,1,True
BK,2025-Q2,rf_best,0.7437569450694708,1,True
BLK,2025-Q2,rf_best,0.7951199455374464,1,True
BR,2025-Q2,rf_best,0.8166577148916762,1,True
C,2025-Q2,rf_best,0.8246674517037291,1,True
CRM,2025-Q2,rf_best,0.7491354877504964,1,True
DAL,2025-Q2,rf_best,0.8316050948040082,1,True
GS,2025-Q2,rf_best,0.8476395854402685,1,True
INTC,2025-Q2,rf_best,0.7549354300840964,0,True
JPM,2025-Q2,rf_best,0.7169983737704231,1,True
MS,2025-Q2,rf_best,0.8467506507187388,1,True
MSFT,2025-Q2,rf_best,0.7686091304389564,1,True
MTB,2025-Q2,rf_best,0.6801934591705687,1,True
NFLX,2025-Q2,rf_best,0.7277257369889564,1,True
NOW,2025-Q2,rf_best,0.8873569062482933,1,True
NVDA,2025-Q2,rf_best,0.5823074781496188,1,True
PNC,2025-Q2,rf_best,0.8069784714136901,1,True
QCOM,2025-Q2,rf_best,0.8700008194150445,1,True
SHOP,2025-Q2,rf_best,0.7998781992805052,1,True
STT,2025-Q2,rf_best,0.8344463136563766,1,True
TSLA,2025-Q2,rf_best,0.7601545132305418,0,True
TSM,2025-Q2,rf_best,0.7584613798928722,1,True
WFC,2025-Q2,rf_best,0.7839074775411884,1,True
AAPL,2025-Q3,rf_best,0.8781364162917351,1,True
ADBE,2025-Q3,rf_best,0.8361698584202214,1,True
AMD,2025-Q3,rf_best,0.8535735356088736,1,True
AMZN,2025-Q3,rf_best,0.8146934985531413,1,True
AVGO,2025-Q3,rf_best,0.7786799762456525,1,True
BAC,2025-Q3,rf_best,0.6786957773155052,1,True
BK,2025-Q3,rf_best,0.819085990817127,1,True
BLK,2025-Q3,rf_best,0.8447723198655755,1,True
BR,2025-Q3,rf_best,0.7652057181488658,1,True
C,2025-Q3,rf_best,0.7724708275763785,1,True
CRM,2025-Q3,rf_best,0.8325394847249307,1,True
DAL,2025-Q3,rf_best,0.8581536528906929,1,True
GS,2025-Q3,rf_best,0.8629516166836694,1,True
INTC,2025-Q3,rf_best,0.8853353664640393,1,True
JPM,2025-Q3,rf_best,0.7826208941837205,1,True
MS,2025-Q3,rf_best,0.8562248735456046,1,True
MSFT,2025-Q3,rf_best,0.7459189448852602,1,True
MTB,2025-Q3,rf_best,0.6998705419994924,1,True
NFLX,2025-Q3,rf_best,0.6784323197940397,0,True
NOW,2025-Q3,rf_best,0.8460921007526856,1,True
NVDA,2025-Q3,rf_best,0.6376042169336876,1,True
PNC,2025-Q3,rf_best,0.8257745615539884,1,True
QCOM,2025-Q3,rf_best,0.8587196250697509,1,True
SHOP,2025-Q3,rf_best,0.7613427169889757,0,True
STT,2025-Q3,rf_best,0.8945157962761938,1,True
TSLA,2025-Q3,rf_best,0.8358241419956569,0,True
TSM,2025-Q3,rf_best,0.8737410910280454,1,True
WFC,2025-Q3,rf_best,0.8738091367477114,1,True
AAPL,2025-Q4,rf_best,0.8853844070044903,1,True
AMD,2025-Q4,rf_best,0.7914851118491457,1,True
AMZN,2025-Q4,rf_best,0.8039105020455872,0,True
BAC,2025-Q4,rf_best,0.8991548110901139,1,True
BK,2025-Q4,rf_best,0.8619075734337908,1,True
BLK,2025-Q4,rf_best,0.7908633363749697,1,True
BR,2025-Q4,rf_best,0.7801584576907229,1,True
C,2025-Q4,rf_best,0.8080848840829805,0,True
DAL,2025-Q4,rf_best,0.8383031122364677,0,True
GS,2025-Q4,rf_best,0.8511567507574487,1,True
INTC,2025-Q4,rf_best,0.8922116122842086,1,True
JPM,2025-Q4,rf_best,0.6975051889303479,0,True
MS,2025-Q4,rf_best,0.8020590883858005,1,True
MSFT,2025-Q4,rf_best,0.7657438580167428,1,True
MTB,2025-Q4,rf_best,0.8242296055859647,1,True
NFLX,2025-Q4,rf_best,0.7403256954785663,1,True
NOW,2025-Q4,rf_best,0.6922963860167634,1,True
PNC,2025-Q4,rf_best,0.8769354619159577,1,True
QCOM,2025-Q4,rf_best,0.8442155280692508,1,True
SHOP,2025-Q4,rf_best,0.6750220702512401,0,True
STT,2025-Q4,rf_best,0.8524709677339226,1,True
TSLA,2025-Q4,rf_best,0.7264360861108388,1,True
TSM,2025-Q4,rf_best,0.8874701889094527,1,True
WFC,2025-Q4,rf_best,0.8416735106977603,0,True
AAPL,2023-Q1,gbdt_best,0.7821922592052487,1,True
ADBE,2023-Q1,gbdt_best,0.8589667094463388,1,True
AMD,2023-Q1,gbdt_best,0.8096565799839884,1,True
AMZN,2023-Q1,gbdt_best,0.8078152466001252,1,True
AVGO,2023-Q1,gbdt_best,0.7000587889171302,1,True
BAC,2023-Q1,gbdt_best,0.7355105218448482,1,True
BK,2023-Q1,gbdt_best,0.6914434006945333,1,True
BLK,2023-Q1,gbdt_best,0.8824210221747655,1,True
BR,2023-Q1,gbdt_best,0.7861393959897808,1,True
C,2023-Q1,gbdt_best,0.8824248960422605,1,True
CRM,2023-Q1,gbdt_best,0.8596501972792223,1,True
DAL,2023-Q1,gbdt_best,0.8045653610246735,0,True
GS,2023-Q1,gbdt_best,0.7969110753313519,1,True
INTC,2023-Q1,gbdt_best,0.8240202501378656,1,True
JPM,2023-Q1,gbdt_best,0.8349852502193655,1,True
MS,2023-Q1,gbdt_best,0.8665818872069818,1,True
MSFT,2023-Q1,gbdt_best,0.6794816509201099,1,True
MTB,2023-Q1,gbdt_best,0.6167953943108494,1,True
NFLX,2023-Q1,gbdt_best,0.6013877241324163,0,True
NOW,2023-Q1,gbdt_best,0.7521680209269945,1,True
NVDA,2023-Q1,gbdt_best,0.6727391736093398,1,True
PNC,2023-Q1,gbdt_best,0.7471891093608231,1,True
QCOM,2023-Q1,gbdt_best,0.7807699290285843,0,True
SHOP,2023-Q1,gbdt_best,0.9019738100614768,1,True
STT,2023-Q1,gbdt_best,0.7449338683210066,0,True
TSLA,2023-Q1,gbdt_best,0.8868775590345561,0,True
TSM,2023-Q1,gbdt_best,0.7707676613502449,1,True
WFC,2023-Q1,gbdt_best,0.6128484838231362,1,True
AAPL,2023-Q2,gbdt_best,0.7872662981335091,1,True
ADBE,2023-Q2,gbdt_best,0.8398336045656835,1,True
AMD,2023-Q2,gbdt_best,0.8379347868065615,1,True
AMZN,2023-Q2,gbdt_best,0.8738616079730676,1,True
AVGO,2023-Q2,gbdt_best,0.8061688149566602,1,True
BAC,2023-Q2,gbdt_best,0.772236158794492,1,True
BK,2023-Q2,gbdt_best,0.8489898392473147,1,True
BLK,2023-Q2,gbdt_best,0.8441742821041981,1,True
BR,2023-Q2,gbdt_best,0.8065582382969596,1,True
C,2023-Q2,gbdt_best,0.7474529836341052,0,True
CRM,2023-Q2,gbdt_best,0.7731010992620895,1,True
DAL,2023-Q2,gbdt_best,0.8861292571159025,1,True
GS,2023-Q2,gbdt_best,0.7982048080587377,0,True
INTC,2023-Q2,gbdt_best,0.9024844998680045,1,True
JPM,2023-Q2,gbdt_best,0.7504412440163216,1,True
MS,2023-Q2,gbdt_best,0.8885443882688088,1,True
MSFT,2023-Q2,gbdt_best,0.6307464605465507,1,True
MTB,2023-Q2,gbdt_best,0.6549733216515823,1,True
NFLX,2023-Q2,gbdt_best,0.5492105296295224,1,True
NOW,2023-Q2,gbdt_best,0.8539935692424153,1,True
NVDA,2023-Q2,gbdt_best,0.39967401625773824,1,True
PNC,2023-Q2,gbdt_best,0.7654549374568725,1,True
QCOM,2023-Q2,gbdt_best,0.8459399597172746,1,True
SHOP,2023-Q2,gbdt_best,0.8422939057596021,1,True
STT,2023-Q2,gbdt_best,0.8635770533946122,1,True
TSLA,2023-Q2,gbdt_best,0.7327739486481816,1,True
TSM,2023-Q2,gbdt_best,0.7047475740504164,1,True
WFC,2023-Q2,gbdt_best,0.5484863939798668,1,True
AAPL,2023-Q3,gbdt_best,0.8219262243172494,1,True
ADBE,2023-Q3,gbdt_best,0.8205510386035916,1,True
AMD,2023-Q3,gbdt_best,0.8368351886021149,1,True
AMZN,2023-Q3,gbdt_best,0.8277362270406748,1,True
AVGO,2023-Q3,gbdt_best,0.7433506686733035,1,True
BAC,2023-Q3,gbdt_best,0.7274973212281844,1,True
BK,2023-Q3,gbdt_best,0.7227387946600116,1,True
BLK,2023-Q3,gbdt_best,0.7817178595952172,1,True
BR,2023-Q3,gbdt_best,0.825912324753153,1,True
C,2023-Q3,gbdt_best,0.7762166475935981,1,True
CRM,2023-Q3,gbdt_best,0.8250190238501917,1,True
DAL,2023-Q3,gbdt_best,0.8052676259775599,1,True
GS,2023-Q3,gbdt_best,0.8081084008476118,0,True
INTC,2023-Q3,gbdt_best,0.841139043028534,1,True
JPM,2023-Q3,gbdt_best,0.5841895635300122,1,True
MS,2023-Q3,gbdt_best,0.8275883634493042,1,True
MSFT,2023-Q3,gbdt_best,0.7750932267123243,1,True
MTB,2023-Q3,gbdt_best,0.8001337254423216,1,True
NFLX,2023-Q3,gbdt_best,0.5323618018007604,1,True
NOW,2023-Q3,gbdt_best,0.8120908723893613,1,True
NVDA,2023-Q3,gbdt_best,0.7169456013553906,1,True
PNC,2023-Q3,gbdt_best,0.6815058371033296,1,True
QCOM,2023-Q3,gbdt_best,0.8434036766150997,1,True
SHOP,2023-Q3,gbdt_best,0.8539643013678753,1,True
STT,2023-Q3,gbdt_best,0.8507491531621705,1,True
TSLA,2023-Q3,gbdt_best,0.7097957509464696,0,True
TSM,2023-Q3,gbdt_best,0.812279737622027,1,True
WFC,2023-Q3,gbdt_best,0.701764099456879,1,True
AAPL,2023-Q4,gbdt_best,0.8146856552040452,1,True
ADBE,2023-Q4,gbdt_best,0.8713979273128177,1,True
AMD,2023-Q4,gbdt_best,0.816620377898072,0,True
AMZN,2023-Q4,gbdt_best,0.8578933094196955,1,True
AVGO,2023-Q4,gbdt_best,0.662162167616232,1,True
BAC,2023-Q4,gbdt_best,0.7233279432985401,0,True
BK,2023-Q4,gbdt_best,0.8541744992686837,1,True
BLK,2023-Q4,gbdt_best,0.8898706993061672,1,True
BR,2023-Q4,gbdt_best,0.7783328281203199,1,True
C,2023-Q4,gbdt_best,0.7420018582372975,1,True
CRM,2023-Q4,gbdt_best,0.8269931160090225,1,True
DAL,2023-Q4,gbdt_best,0.7952079291716044,1,True
GS,2023-Q4,gbdt_best,0.8660952159455159,1,True
INTC,2023-Q4,gbdt_best,0.8517705770622661,1,True
JPM,2023-Q4,gbdt_best,0.783204894465187,0,True
MS,2023-Q4,gbdt_best,0.8485752505807126,0,True
MSFT,2023-Q4,gbdt_best,0.7935126663170032,1,True
MTB,2023-Q4,gbdt_best,0.7399480712674993,0,True
NFLX,2023-Q4,gbdt_best,0.5151238206482328,0,True
NOW,2023-Q4,gbdt_best,0.7657865818268065,1,True
NVDA,2023-Q4,gbdt_best,0.6189917209810939,1,True
PNC,2023-Q4,gbdt_best,0.7095774731313848,0,True
QCOM,2023-Q4,gbdt_best,0.8393258298171826,1,True
SHOP,2023-Q4,gbdt_best,0.8244321375338467,1,True
STT,2023-Q4,gbdt_best,0.8261001215382957,1,True
TSLA,2023-Q4,gbdt_best,0.7623818745633247,0,True
TSM,2023-Q4,gbdt_best,0.832695581811898,1,True
WFC,2023-Q4,gbdt_best,0.8171026229998108,0,True
AAPL,2024-Q1,gbdt_best,0.8108272447350994,1,True
ADBE,2024-Q1,gbdt_best,0.8580644267748524,1,True
AMD,2024-Q1,gbdt_best,0.7962589804487371,1,True
AMZN,2024-Q1,gbdt_best,0.8495650535784349,1,True
AVGO,2024-Q1,gbdt_best,0.6449094622919332,1,True
BAC,2024-Q1,gbdt_best,0.8170358204197188,0,True
BK,2024-Q1,gbdt_best,0.7784795763998424,1,True
BLK,2024-Q1,gbdt_best,0.8520679769195322,1,True
BR,2024-Q1,gbdt_best,0.8435853105164255,0,True
C,2024-Q1,gbdt_best,0.855821193200688,1,True
CRM,2024-Q1,gbdt_best,0.7881714581190272,1,True
DAL,2024-Q1,gbdt_best,0.8669290451709483,1,True
GS,2024-Q1,gbdt_best,0.7958674643285284,1,True
INTC,2024-Q1,gbdt_best,0.8437778387734768,1,True
JPM,2024-Q1,gbdt_best,0.7505372828598684,1,True
MS,2024-Q1,gbdt_best,0.8243790859850574,1,True
MSFT,2024-Q1,gbdt_best,0.822751348562485,1,True
MTB,2024-Q1,gbdt_best,0.4742840727746562,0,True
NFLX,2024-Q1,gbdt_best,0.5390196931900165,1,True
NOW,2024-Q1,gbdt_best,0.8291274425180488,1,True
NVDA,2024-Q1,gbdt_best,0.7540392221600772,1,True
PNC,2024-Q1,gbdt_best,0.7165693733848667,1,True
QCOM,2024-Q1,gbdt_best,0.7499787516452232,1,True
SHOP,2024-Q1,gbdt_best,0.8831772523109362,1,True
STT,2024-Q1,gbdt_best,0.793660337016975,1,True
TSLA,2024-Q1,gbdt_best,0.781197142932179,0,True
TSM,2024-Q1,gbdt_best,0.8078899523209155,1,True
WFC,2024-Q1,gbdt_best,0.6792615501007256,1,True
